id,player_name,pos,age,state,club_name
2534,Lévi Ntumba ,GK,18,Reserve,Dijon
2535,Louis Pelletier ,GK,19,Reserve,Strasbourg
2536,Nicolas Lemaître ,GK,22,Reserve,Reims
2537,Giulian Biancone ,D,19,Reserve,Monaco
2538,Manu García ,M,21,Reserve,Toulouse
2539,Valentin Gendrey ,D,18,Reserve,Amiens
2540,Jack Lahne ,F,17,Reserve,Amiens
2541,Khéphren Thuram-Ulien ,M,18,Reserve,Monaco
2542,Moussa Bana ,D,21,Reserve,Reims
2543,Saad Bguir,M,26,Starter,Abha
2544,Benjamin Tatar,M,26,Starter,Abha
2545,Amine Attouchi,D,28,Reserve,Abha
2546,Ali Mhamdi,GK,28,Starter,Abha
2547,Fahad Al-Jumayah,M,25,Starter,Abha
2548,Mehdi Tahrat,D,30,Reserve,Abha
2549,Karim Aouadhi,M,34,Reserve,Abha
2550,Ali Al-Mazyadi,GK,34,Starter,Abha
2551,Saleh Al-Amri,M,26,Starter,Abha
2552,Abdulrahman Al-Barakah,M,29,Starter,Abha
2553,Osama Ashoor,D,30,Starter,Abha
2554,Riyadh Sharahili,M,27,Reserve,Abha
2555,Sari Amro,D,30,Starter,Abha
2556,Ahmed Al-Habib,D,27,Starter,Abha
2557,Karam Barnawi,M,32,Starter,Abha
2558,Abdullah Al-Shammari,GK,28,Reserve,Abha
2559,Hassan Al-Qeed,M,22,Reserve,Abha
2560,Thaar Al-Otaibi,M,20,Reserve,Abha
2561,Abdulaziz Al-Jamman,F,24,Reserve,Abha
2562,Ali Saeed Meadi,D,25,Reserve,Abha
2563,Carlos Strandberg,F,24,Reserve,Abha
2564,Nader Al-Sharari,D,24,Reserve,Abha
2565,Saeed Al-Hamsal,D,24,Reserve,Abha
2566,Mohammed Al-Hassawi,GK,25,Reserve,Abha
2567,Tariq Al-Shahrani,D,20,Reserve,Abha
2568,Ali Sharahili,GK,28,Reserve,Abha
2569,Roberto Firmino,M,30,Starter,Al-Ahli
2570,Omar Al-Soma,F,31,Starter,Al-Ahli
2571,M’Baye Niang,F,25,Starter,Al-Ahli
2572,Édouard Mendy,GK,30,Starter,Al-Ahli
2573,Ezgjan Alioski,D,30,Starter,Al-Ahli
2574,Elvis Saric,M,30,Starter,Al-Ahli
2575,Ljubomir Fejsa,M,31,Reserve,Al-Ahli
2576,Lucas Lima,D,28,Reserve,Al-Ahli
2577,Abdulrahman Ghareeb,M,23,Starter,Al-Ahli
2578,Ali Al-Asmari,D,23,Starter,Al-Ahli
2579,Driss Fettouhi,M,30,Starter,Al-Ahli
2580,Abdullah Hassoun Tarmin,D,23,Reserve,Al-Ahli
2581,Hussain Al-Mogahwi,M,32,Reserve,Al-Ahli
2582,Motaz Hawsawi,D,28,Starter,Al-Ahli
2583,Abdulbaset Al-Hindi,D,23,Reserve,Al-Ahli
2584,Mohammed Al-Owais,GK,28,Starter,Al-Ahli
2585,Salman Al-Muwashar,M,31,Starter,Al-Ahli
2586,Mohammed Al-Khabrani,D,26,Reserve,Al-Ahli
2587,Mohammed Al-Fatil,D,28,Reserve,Al-Ahli
2588,Mohanad Asiri,F,33,Reserve,Al-Ahli
2589,Ali Al-Zubaidi,D,27,Reserve,Al-Ahli
2590,Mohammed Al-Majhad,M,22,Reserve,Al-Ahli
2591,Talal Al-Absi,D,27,Reserve,Al-Ahli
2592,Fahad Maghrashi,F,18,Reserve,Al-Ahli
2593,Sultan Mandash,M,25,Reserve,Al-Ahli
2594,Mohammed Al-Rubaie,GK,22,Reserve,Al-Ahli
2595,Nooh Al-Mousa,M,29,Reserve,Al-Ahli
2596,Haitham Asiri,M,19,Reserve,Al-Ahli
2597,Yaser Al-Mosailem,GK,36,Starter,Al-Ahli
2598,Ali Al-Shaikhi,M,20,Starter,Al-Ahli
2599,Yousef Al-Harbi,M,23,Reserve,Al-Ahli
2600,Mohammad Bassas,D,21,Reserve,Al-Ahli
2601,Alexandru Mitriţă,M,25,Starter,Al-Ahli
2602,Fahad Al-Rashidi,M,23,Reserve,Al-Ahli
2603,Yazeed Al-Bakr,D,24,Reserve,Al-Ahli
2604,Faisal Darasi,D,23,Reserve,Al-Ahli
2605,Saeed Al-Muwallad,D,29,Starter,Al-Ahli
2606,Murad Al-Khadhari,F,17,Reserve,Al-Ahli
2607,Adel Al-Khadhari,D,17,Reserve,Al-Ahli
2608,Bastos,D,28,Starter,Al-Ain
2609,Badou Ndiaye,D,29,Starter,Al-Ain
2610,Filip Bradaric,D,28,Starter,Al-Ain
2611,Amin Bukhari,GK,23,Starter,Al-Ain
2612,Abraham Frimpong,M,27,Starter,Al-Ain
2613,Juanpi,M,26,Reserve,Al-Ain
2614,Amadou Moutari,M,26,Reserve,Al-Ain
2615,Saphir Taïder,M,28,Starter,Al-Ain
2616,Getterson,F,29,Reserve,Al-Ain
2617,Hassan Muath Fallatah,D,34,Starter,Al-Ain
2618,Mohammed Nahiri,D,28,Reserve,Al-Ain
2619,Alioune N'Diaye,D,29,Reserve,Al-Ain
2620,Rabeaa Sefiani,F,33,Reserve,Al-Ain
2621,Ali Al-Khaibari,D,30,Reserve,Al-Ain
2622,Nawaf Al-Harthi,M,21,Reserve,Al-Ain
2623,Faisal Al-Jamaan,F,34,Reserve,Al-Ain
2624,Saleh Al-Wehamid,GK,22,Starter,Al-Ain
2625,Amer Haroon,D,27,Reserve,Al-Ain
2626,Yahya Al-Kabie,D,33,Reserve,Al-Ain
2627,Hussain Halawani,F,24,Reserve,Al-Ain
2628,Mohammed Mazyad Al-Shammari,GK,28,Starter,Al-Ain
2629,Mohamed Fouad,M,30,Reserve,Al-Ain
2630,Nawaf Al-Farshan,M,22,Reserve,Al-Ain
2631,Omar Al-Sohaymi,M,27,Reserve,Al-Ain
2632,Saif Hussain Al-Qeshta,D,27,Reserve,Al-Ain
2633,Hassan Al-Harbi,D,25,Reserve,Al-Ain
2634,Mohammed Al-Shoraimi,D,25,Reserve,Al-Ain
2635,Saeid Al-Qarni,M,31,Starter,Al-Ain
2636,Saeed Al-Zahrani,M,25,Reserve,Al-Ain
2637,Salem Al-Ghamdi,GK,25,Reserve,Al-Ain
2638,Ammar Al-Ibrahim,M,22,Reserve,Al-Ain
2639,Ibrahim Al-Hazmi,GK,27,Reserve,Al-Ain
2640,Awadh Al-Amri,D,37,Reserve,Al-Ain
2641,Abdulrahman Al-Amri,F,31,Reserve,Al-Ain
2642,Fábio Abreu,F,27,Starter,Al-Batin
2643,Martín Campaña,GK,31,Starter,Al-Batin
2644,Abdulmalek Al-Shammari,M,24,Starter,Al-Batin
2645,Renato Chaves,D,30,Starter,Al-Batin
2646,Khaleem Hyland,M,31,Starter,Al-Batin
2647,Hani Al-Nahidh,GK,32,Starter,Al-Batin
2648,Youssef El Jebli,M,27,Starter,Al-Batin
2649,Rakan Al-Shamlan,M,22,Reserve,Al-Batin
2650,Dhaifallah Al-Qarni,M,31,Reserve,Al-Batin
2651,Mazyad Al-Enezi,GK,31,Starter,Al-Batin
2652,Maher Othman,M,29,Starter,Al-Batin
2653,Naif Almas,D,20,Starter,Al-Batin
2654,Saleh Al-Abbas,F,25,Starter,Al-Batin
2655,Abdalmajeed Obaid,M,24,Starter,Al-Batin
2656,Hassan Sharahili,F,27,Reserve,Al-Batin
2657,Mohamed Rayhi,M,26,Reserve,Al-Batin
2658,Jedaan Al-Shammeri,M,28,Reserve,Al-Batin
2659,Zakaria Sami,M,28,Starter,Al-Batin
2660,Abdulaziz Damdam,M,25,Reserve,Al-Batin
2661,Hassan Raghfawi,D,24,Reserve,Al-Batin
2662,Saad Al-Kharyri,D,25,Reserve,Al-Batin
2663,Xandro Schenk,D,27,Starter,Al-Batin
2664,Yousef Al-Shammari,F,22,Reserve,Al-Batin
2665,Fayhan Al-Mutairi,M,28,Reserve,Al-Batin
2666,Mohammed Al-Dhafiri,F,22,Reserve,Al-Batin
2667,Bassam Al-Huraiji,F,20,Reserve,Al-Batin
2668,Fahad Al-Shammeri,F,25,Reserve,Al-Batin
2669,Meshaal Al-Shammari,GK,25,Reserve,Al-Batin
2670,Bader Nasser,D,23,Reserve,Al-Batin
2671,Jordan Henderson,M,32,Starter,Al-Ettifaq
2672,Amin Younes,M,28,Starter,Al-Ettifaq
2673,Filip Kiss,M,29,Starter,Al-Ettifaq
2674,Karol Mets,M,27,Starter,Al-Ettifaq
2675,Oualid Azaro,F,25,Starter,Al-Ettifaq
2676,Ali Hazazi,M,26,Reserve,Al-Ettifaq
2677,Souza,M,32,Reserve,Al-Ettifaq
2678,Hazza Al-Hazza,F,28,Reserve,Al-Ettifaq
2679,Raïs M'Bolhi,GK,34,Starter,Al-Ettifaq
2680,Mohammed Al-Kuwaykibi,M,25,Starter,Al-Ettifaq
2681,Naïm Sliti,M,28,Starter,Al-Ettifaq
2682,Abdullah Al-Salem,F,27,Starter,Al-Ettifaq
2683,Fahad Ghazi Zahim,D,26,Reserve,Al-Ettifaq
2684,Hamed Al-Ghamdi,M,21,Reserve,Al-Ettifaq
2685,Souleymane Doukara,F,28,Reserve,Al-Ettifaq
2686,Saaed Awadh Al-Rubaie,D,26,Reserve,Al-Ettifaq
2687,Saleh Al-Qumayzi,D,28,Starter,Al-Ettifaq
2688,Majed Al-Najrani,M,27,Reserve,Al-Ettifaq
2689,Abdulaziz Majrashi,M,24,Reserve,Al-Ettifaq
2690,Ibrahim Mahnashi,M,20,Reserve,Al-Ettifaq
2691,Abdullah Al-Khatib,D,25,Reserve,Al-Ettifaq
2692,Abdullah Al-Saleh,GK,32,Reserve,Al-Ettifaq
2693,Mohammed Al-Haiti,GK,24,Starter,Al-Ettifaq
2694,Saad Al-Selouli,M,22,Reserve,Al-Ettifaq
2695,Ahmed Al-Ghamdi,M,18,Reserve,Al-Ettifaq
2696,Ali Fouad,D,18,Reserve,Al-Ettifaq
2697,Faisal Al-Ghamdi,M,18,Reserve,Al-Ettifaq
2698,Guilherme,F,25,Starter,Al-Faisaly
2699,Igor Rossi,D,31,Starter,Al-Faisaly
2700,Julio Tavares,F,31,Starter,Al-Faisaly
2701,Khaled Al-Sumairi,M,23,Starter,Al-Faisaly
2702,Ahmed Al-Kassar,GK,29,Starter,Al-Faisaly
2703,Awadh Khrees,D,29,Reserve,Al-Faisaly
2704,Raphael Silva,D,28,Reserve,Al-Faisaly
2705,Ahmed Al-Fiqi,M,26,Starter,Al-Faisaly
2706,Mustafa Malayekah,GK,34,Starter,Al-Faisaly
2707,Mustafa Bassas,M,27,Starter,Al-Faisaly
2708,Shaya Sharahli,D,30,Starter,Al-Faisaly
2709,Mohammed Al-Nakhli,D,25,Starter,Al-Faisaly
2710,Mohammed Al-Saiari,F,27,Reserve,Al-Faisaly
2711,Ali Magrashi,D,20,Reserve,Al-Faisaly
2712,Khalid Al-Kabi,D,28,Starter,Al-Faisaly
2713,Abdulaziz Al-Sharid,M,26,Reserve,Al-Faisaly
2714,Meshal Al-Sebyani,F,19,Reserve,Al-Faisaly
2715,Hussein Salem,D,23,Reserve,Al-Faisaly
2716,Romain Amalfitano,M,30,Reserve,Al-Faisaly
2717,Ahmed Al-Anzi,D,21,Reserve,Al-Faisaly
2718,Abdullah Al-Hassan,D,20,Reserve,Al-Faisaly
2719,Hicham Faik,M,28,Reserve,Al-Faisaly
2720,Hassan Al-Jabeeri,D,28,Reserve,Al-Faisaly
2721,Abdulaziz Al-Enezi,F,30,Starter,Al-Faisaly
2722,Ismael Omar,F,27,Reserve,Al-Faisaly
2723,Sultan Al-Qahtani,GK,23,Reserve,Al-Faisaly
2724,Alexander Merkel,M,28,Starter,Al-Faisaly
2725,Mohammed Al-Nukhylan,D,18,Reserve,Al-Faisaly
2726,Christian Cueva,M,28,Starter,Al-Fateh
2727,Hilal Soudani,F,32,Starter,Al-Fateh
2728,Ali Al-Zaqaan,M,28,Starter,Al-Fateh
2729,Amar Al-Dohim,D,26,Starter,Al-Fateh
2730,Mourad Batna,M,30,Starter,Al-Fateh
2731,Maxym Koval,GK,27,Starter,Al-Fateh
2732,Mitchell te Vrede,F,28,Starter,Al-Fateh
2733,Mohammed Al-Fuhaid,M,30,Reserve,Al-Fateh
2734,Sofiane Bendebka,M,27,Starter,Al-Fateh
2735,Saeed Al-Dosari,D,30,Starter,Al-Fateh
2736,Nawaf Boushal,D,20,Starter,Al-Fateh
2737,Mohammed Majrashi,M,29,Starter,Al-Fateh
2738,Mohamed Sayed Al-Dhaw,F,26,Starter,Al-Fateh
2739,Tawfiq Bu Humaid,M,32,Starter,Al-Fateh
2740,Abdullah Al-Yousif,D,22,Reserve,Al-Fateh
2741,Hassan Al-Habib,M,25,Reserve,Al-Fateh
2742,Saqer Otaif,F,29,Reserve,Al-Fateh
2743,Gustav Wikheim,F,27,Reserve,Al-Fateh
2744,Mohammed Abo Ayed,M,26,Reserve,Al-Fateh
2745,Majed Kanabah,D,27,Reserve,Al-Fateh
2746,Qasim Lajami,D,24,Reserve,Al-Fateh
2747,Saleh Al-Nashmi,D,24,Reserve,Al-Fateh
2748,Basil Al-Bahrani,GK,25,Reserve,Al-Fateh
2749,Fahad Al-Harabi,D,23,Starter,Al-Fateh
2750,Marwane Saâdane,M,28,Reserve,Al-Fateh
2751,Mohammed Al-Saeed,D,23,Reserve,Al-Fateh
2752,Mortada Al-Khadrawi,D,19,Reserve,Al-Fateh
2753,Kalidou Koulibaly,D,31,Starter,Al-Hilal
2754,Sebastian Giovinco,F,33,Starter,Al-Hilal
2755,Bafétimbi Gomis,F,34,Starter,Al-Hilal
2756,Sergej Milinković-Savić,M,27,Starter,Al-Hilal
2757,Luciano Vietto,F,26,Starter,Al-Hilal
2758,André Carrillo,M,29,Starter,Al-Hilal
2759,Rúben Neves,M,25,Starter,Al-Hilal
2760,Abdullah Al-Mayouf,GK,33,Starter,Al-Hilal
2761,Jang Hyun-Soo,D,28,Starter,Al-Hilal
2762,Abdullah Al-Hamdan,F,20,Reserve,Al-Hilal
2763,Ali Al-Bulayhi,D,30,Reserve,Al-Hilal
2764,Salem Al-Dawsari,M,28,Starter,Al-Hilal
2765,Amiri Kurdi,D,28,Starter,Al-Hilal
2766,Salman Al-Faraj,M,30,Starter,Al-Hilal
2767,Mohammed Al-Burayk,D,27,Reserve,Al-Hilal
2768,Mohammed Kanno,M,25,Reserve,Al-Hilal
2769,Hattan Bahebri,M,28,Reserve,Al-Hilal
2770,Madallah Al-Olayan,D,25,Reserve,Al-Hilal
2771,Mohammed Jahfali,D,29,Reserve,Al-Hilal
2772,Muteb Al-Mufarraj,D,23,Reserve,Al-Hilal
2773,Yasser Al-Shahrani,D,28,Starter,Al-Hilal
2774,Nasser Al-Dawsari,M,21,Reserve,Al-Hilal
2775,Saleh Al-Shehri,F,26,Reserve,Al-Hilal
2776,Abdullah Al-Jadani,GK,29,Reserve,Al-Hilal
2777,Nawaf Al-Ghamdi,GK,21,Reserve,Al-Hilal
2778,Turki Al-Mutairi,M,19,Reserve,Al-Hilal
2779,Fawaz Al-Tryes,M,23,Reserve,Al-Hilal
2780,Habib Al-Watyan,GK,23,Reserve,Al-Hilal
2781,N'Golo Kanté,M,31,Starter,Al-Ittihad
2782,Karim Benzema,F,34,Starter,Al-Ittihad
2783,Aleksandar Prijović,F,30,Starter,Al-Ittihad
2784,Ahmed Hegazi,D,29,Starter,Al-Ittihad
2785,Garry Rodrigues,M,29,Starter,Al-Ittihad
2786,Marcelo Grohe,GK,33,Starter,Al-Ittihad
2787,Karim El Ahmadi,M,35,Reserve,Al-Ittihad
2788,Fahad Al-Muwallad,M,25,Starter,Al-Ittihad
2789,Abdulaziz Al-Jebreen,M,30,Reserve,Al-Ittihad
2790,Abdulmohsen Fallatah,D,26,Starter,Al-Ittihad
2791,Romarinho,F,29,Starter,Al-Ittihad
2792,Abdulelah Al-Malki,M,25,Starter,Al-Ittihad
2793,Fawaz Al-Qarni,GK,28,Starter,Al-Ittihad
2794,Jota,M,23,Starter,Al-Ittihad
2795,Abdulmajeed Al-Suwat,M,25,Starter,Al-Ittihad
2796,Haroune Camara,F,22,Starter,Al-Ittihad
2797,Abdulrahman Al-Aboud,M,25,Starter,Al-Ittihad
2798,Ziyad Al-Sahfi,D,25,Starter,Al-Ittihad
2799,Omar Hawsawi,D,34,Starter,Al-Ittihad
2800,Abdulrahman Al-Yami,F,23,Reserve,Al-Ittihad
2801,Saud Abdulhamid,D,21,Reserve,Al-Ittihad
2802,Hamdan Al-Shammrani,D,23,Reserve,Al-Ittihad
2803,Awad Al-Nashri,M,18,Reserve,Al-Ittihad
2804,Awn Mutlaq Al-Slaluli,D,21,Reserve,Al-Ittihad
2805,Hamad Al-Mansour,D,27,Reserve,Al-Ittihad
2806,Mohammed Al-Oufi,D,17,Reserve,Al-Ittihad
2807,Rakan Al-Najjar,GK,25,Reserve,Al-Ittihad
2808,Muhannad Al-Shanqeeti,D,21,Reserve,Al-Ittihad
2809,Cristiano Ronaldo,F,37,Starter,Al-Nassr
2810,Marcelo Brozović,M,29,Starter,Al-Nassr
2811,Alex Telles,D,29,Starter,Al-Nassr
2812,Nordin Amrabat,F,33,Starter,Al-Nassr
2813,Abderrazak Hamedallah,F,29,Starter,Al-Nassr
2814,Maicon,D,31,Starter,Al-Nassr
2815,Séko Fofana,M,27,Starter,Al-Nassr
2816,Gonzalo Martínez,M,27,Reserve,Al-Nassr
2817,Brad Jones,GK,38,Starter,Al-Nassr
2818,Abdulfattah Asiri,M,26,Starter,Al-Nassr
2819,Petros,M,31,Reserve,Al-Nassr
2820,Abdullah Madu,D,27,Reserve,Al-Nassr
2821,Kim Jin-Su,D,28,Starter,Al-Nassr
2822,Abdulmajeed Al-Sulaiheem,M,26,Reserve,Al-Nassr
2823,Abdulrahman Al-Obaid,D,27,Reserve,Al-Nassr
2824,Ayman Yahya,M,19,Starter,Al-Nassr
2825,Firas Al-Buraikan,F,20,Reserve,Al-Nassr
2826,Abdullah Al-Khaibari,M,23,Reserve,Al-Nassr
2827,Abdulrahman Al-Dossari,M,22,Starter,Al-Nassr
2828,Sultan Al-Ghanam,D,26,Reserve,Al-Nassr
2829,Mukhtar Ali,M,22,Reserve,Al-Nassr
2830,Ali Lajami,D,24,Starter,Al-Nassr
2831,Yahya Al-Shehri,M,30,Reserve,Al-Nassr
2832,Khalid Al-Ghannam,M,19,Reserve,Al-Nassr
2833,Waleed Abdullah,GK,34,Reserve,Al-Nassr
2834,Sami Al-Najai,D,23,Reserve,Al-Nassr
2835,Abdulelah Al-Amri,D,23,Reserve,Al-Nassr
2836,Ali Al-Hassan,M,23,Reserve,Al-Nassr
2837,Osama Al-Khalaf,M,23,Reserve,Al-Nassr
2838,Danilo Asprilla,M,31,Starter,Al-Qadsiah
2839,Edson,M,29,Starter,Al-Qadsiah
2840,Leke James,F,27,Starter,Al-Qadsiah
2841,Andria,F,31,Starter,Al-Qadsiah
2842,Ahmed Al-Furaidi,M,32,Starter,Al-Qadsiah
2843,Abdulaziz Al-Dosari,M,31,Starter,Al-Qadsiah
2844,Faisal Al-Masrahi,GK,27,Starter,Al-Qadsiah
2845,Abdulmohsen Al-Qahtani,M,21,Reserve,Al-Qadsiah
2846,Rhys Williams,D,32,Starter,Al-Qadsiah
2847,Stanley Ohawuchi,F,30,Starter,Al-Qadsiah
2848,Abdulaziz Al-Shehri,GK,25,Starter,Al-Qadsiah
2849,Hassan Al-Amiri,M,26,Starter,Al-Qadsiah
2850,Uroš Vitas,D,28,Starter,Al-Qadsiah
2851,Naif Hazazi,M,27,Starter,Al-Qadsiah
2852,Mohammed Al-Waked,GK,28,Starter,Al-Qadsiah
2853,Faris Abdi,M,21,Starter,Al-Qadsiah
2854,Mansour Al-Najar,M,25,Starter,Al-Qadsiah
2855,Omar Al-Zayni,D,23,Reserve,Al-Qadsiah
2856,Waleed Al-Shanqeeti,F,26,Reserve,Al-Qadsiah
2857,Ibrahim Al-Shuayl,D,25,Reserve,Al-Qadsiah
2858,Salem Al-Hamdan,M,28,Reserve,Al-Qadsiah
2859,Abdulrahman Al-Safri,M,27,Reserve,Al-Qadsiah
2860,Adel Amin Al-Muwallad,D,23,Reserve,Al-Qadsiah
2861,Anas Zabani,D,23,Reserve,Al-Qadsiah
2862,Emad Fedaa,GK,23,Starter,Al-Qadsiah
2863,Hamad Al-Yami,D,21,Reserve,Al-Qadsiah
2864,Hussain Al-Nattar,M,20,Reserve,Al-Qadsiah
2865,Hassan Abu Sharara,M,23,Reserve,Al-Qadsiah
2866,Khalifa Al-Dossari,D,21,Reserve,Al-Qadsiah
2867,Talal Hawsawi,D,21,Reserve,Al-Qadsiah
2868,Marko Marin,M,31,Starter,Al-Ra'ed
2869,Abdulfattah Adam,F,25,Starter,Al-Ra'ed
2870,Arnaud Djoum,M,31,Starter,Al-Ra'ed
2871,Azzedine Doukha,GK,33,Starter,Al-Ra'ed
2872,Awadh Khamis,D,32,Starter,Al-Ra'ed
2873,Abdulrahman Al-Ghamdi,F,25,Starter,Al-Ra'ed
2874,Aqeel Al-Sahbi,D,33,Starter,Al-Ra'ed
2875,Nemanja Miletić,D,29,Starter,Al-Ra'ed
2876,Karim El Berkaoui,F,24,Reserve,Al-Ra'ed
2877,Mohamed Fouzair,M,28,Reserve,Al-Ra'ed
2878,Nemanja Nikolić,F,27,Reserve,Al-Ra'ed
2879,Mansour Al-Harbi,D,32,Starter,Al-Ra'ed
2880,Ronnie Fernández,M,29,Starter,Al-Ra'ed
2881,Ahmed Al-Zain,M,29,Starter,Al-Ra'ed
2882,Hussain Al-Shuwaish,D,31,Starter,Al-Ra'ed
2883,Mansor Al-Beshe,M,20,Starter,Al-Ra'ed
2884,Fawaz Fallatah,D,31,Starter,Al-Ra'ed
2885,Abdullah Magrshi,M,22,Starter,Al-Ra'ed
2886,Mohammed Al-Subaie,M,24,Reserve,Al-Ra'ed
2887,Ahmed Al-Harbi,GK,25,Reserve,Al-Ra'ed
2888,Meshari Sanyoor,GK,19,Reserve,Al-Ra'ed
2889,Mohanad Al-Qaydhi,D,22,Reserve,Al-Ra'ed
2890,Omar Hamad Al-Aowda,D,21,Reserve,Al-Ra'ed
2891,Sultan Farhan,D,23,Reserve,Al-Ra'ed
2892,Abdullah Al-Fahad,D,26,Reserve,Al-Ra'ed
2893,Abdullah Maghrani,M,23,Reserve,Al-Ra'ed
2894,Hamad Al-Jayzani,D,27,Reserve,Al-Ra'ed
2895,Mohammed Al-Dossari,D,21,Reserve,Al-Ra'ed
2896,Abdulbaset Suleiman Abdullah,GK,23,Reserve,Al-Ra'ed
2897,Jaber Assiri,F,22,Reserve,Al-Ra'ed
2898,Éver Banega,D,32,Starter,Al-Shabab
2899,Odion Ighalo,F,31,Starter,Al-Shabab
2900,Alfred N'Diaye,D,30,Starter,Al-Shabab
2901,Cristian Guanca,M,27,Starter,Al-Shabab
2902,Arthur Caike,F,28,Starter,Al-Shabab
2903,Gustavo Cuéllar,M,27,Starter,Al-Shabab
2904,Igor Lichnovsky,D,26,Starter,Al-Shabab
2905,Abdullah Al-Shamekh,D,27,Starter,Al-Shabab
2906,Abdulmalik Al-Khaibari,M,34,Starter,Al-Shabab
2907,Nawaf Al-Abed,M,30,Reserve,Al-Shabab
2908,Hassan Al-Tambakti,D,21,Reserve,Al-Shabab
2909,Sebá,M,28,Reserve,Al-Shabab
2910,Ahmed Sharahili,D,26,Starter,Al-Shabab
2911,Abdullah Al-Zoari,D,32,Starter,Al-Shabab
2912,Khaled Al-Ghamdi,D,32,Starter,Al-Shabab
2913,Ammar Al-Najjar,M,23,Starter,Al-Shabab
2914,Jamal Bajandouh,M,27,Starter,Al-Shabab
2915,Mohammed Salem,D,34,Reserve,Al-Shabab
2916,Turki Al-Ammar,M,20,Reserve,Al-Shabab
2917,Khaled Al-Dubaish,D,21,Starter,Al-Shabab
2918,Nasser Al-Omran,M,23,Reserve,Al-Shabab
2919,Fawaz Khrees,D,24,Starter,Al-Shabab
2920,Hussain Al-Qahtani,M,25,Reserve,Al-Shabab
2921,Zaid Al-Bawardi,GK,23,Reserve,Al-Shabab
2922,Mohammed Al-Qarni,M,30,Reserve,Al-Shabab
2923,Mohammad Al-Khaibari,D,18,Reserve,Al-Shabab
2924,Mazrouq Al-Dossary,M,18,Reserve,Al-Shabab
2925,Fábio Martins,M,27,Reserve,Al-Shabab
2926,Marwan Al-Haidari,GK,24,Reserve,Al-Shabab
2927,Alejandro Romero Gamarra,M,25,Starter,Al-Taawoun
2928,Léandre Tawamba,F,30,Starter,Al-Taawoun
2929,Iago,D,28,Starter,Al-Taawoun
2930,Ali Al-Nemer,M,28,Starter,Al-Taawoun
2931,Ahmed Assiri,D,28,Starter,Al-Taawoun
2932,Abdullah Al-Jawaey,M,24,Starter,Al-Taawoun
2933,Cédric Amissi,M,30,Starter,Al-Taawoun
2934,Faisal Darwish,D,29,Starter,Al-Taawoun
2935,Mohammed Al-Sahlawi,F,33,Starter,Al-Taawoun
2936,Sandro Manoel,M,32,Reserve,Al-Taawoun
2937,Hassan Kadesh,D,27,Reserve,Al-Taawoun
2938,Hussain Shaian,GK,31,Reserve,Al-Taawoun
2939,Mohammed Abu Saba'an,D,30,Reserve,Al-Taawoun
2940,Ibrahim Al-Zubaidi,D,31,Reserve,Al-Taawoun
2941,Nawaf Al-Sabhi,D,30,Starter,Al-Taawoun
2942,Rayan Al-Mousa,M,26,Starter,Al-Taawoun
2943,Yaseen Barnawi,D,26,Starter,Al-Taawoun
2944,Fahad Al-Hamad,D,22,Starter,Al-Taawoun
2945,Waleed Al-Ahmed,D,21,Reserve,Al-Taawoun
2946,Mutair Al-Zahrani,M,25,Reserve,Al-Taawoun
2947,Hamdan Al-Ruwaili,D,25,Reserve,Al-Taawoun
2948,Malek Al-Abdulmenem,F,22,Reserve,Al-Taawoun
2949,Samaihan Al-Nabet,M,24,Reserve,Al-Taawoun
2950,Saad Yaslam Belobaid,D,20,Reserve,Al-Taawoun
2951,Abdoulaye Sané,F,27,Reserve,Al-Taawoun
2952,Muataz Al-Bagawi,GK,22,Reserve,Al-Taawoun
2953,Saleh Al-Saeed,M,20,Reserve,Al-Taawoun
2954,Cássio,GK,39,Reserve,Al-Taawoun
2955,Mohammed Al-Dhulayfi,GK,20,Reserve,Al-Taawoun
2956,Alberto Botía,D,31,Starter,Al-Wehda
2957,Hernâni,M,28,Starter,Al-Wehda
2958,Anselmo,M,31,Starter,Al-Wehda
2959,Abdullah Al-Hafith,D,27,Starter,Al-Wehda
2960,Youssoufou Niakaté,F,27,Starter,Al-Wehda
2961,Dimitri Petratos,F,27,Starter,Al-Wehda
2962,Luisinho,F,29,Starter,Al-Wehda
2963,Mohammed Al-Amri,D,28,Reserve,Al-Wehda
2964,Abdullah Al-Oaisher,GK,29,Reserve,Al-Wehda
2965,Ayman Al-Khalif,M,23,Reserve,Al-Wehda
2966,Sultan Al-Sawadi,M,27,Starter,Al-Wehda
2967,Jaber Issa,M,23,Starter,Al-Wehda
2968,Abdulkarim Al-Qahtani,M,27,Starter,Al-Wehda
2969,Ahmed Abdoh Jaber,F,24,Starter,Al-Wehda
2970,Ala'a Al-Haji,M,24,Starter,Al-Wehda
2971,Waleed Bakshween,D,30,Reserve,Al-Wehda
2972,Basem Atallah,GK,30,Starter,Al-Wehda
2973,Yassen Hamza,D,29,Reserve,Al-Wehda
2974,Hussain Al-Eisa,M,19,Starter,Al-Wehda
2975,Meshary Al-Qahtani,M,23,Reserve,Al-Wehda
2976,Naif Kireiri,F,22,Reserve,Al-Wehda
2977,Mubarak Al-Saqoor,D,20,Reserve,Al-Wehda
2978,Pedro Henrique,D,27,Reserve,Al-Wehda
2979,Ayman Al-Husseini,GK,24,Reserve,Al-Wehda
2980,Raghed Al-Najar,GK,24,Reserve,Al-Wehda
2981,Amahl Pellegrino,F,30,Starter,Damac
